County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude,Municipality Boundary,Pa School Districts (2017),Pa House Districts (2017-01),Pa Senatorial Districts (2017-01),Pennsylvania County Boundaries
CLEARFIELD,"15,395",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,17,17,42,033,"(41.0004290024, -78.4755834299)",276,141,19,16,8
LYCOMING,"24,282",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
WYOMING,182.8058573,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,66,66,42,131,"(41.5189248803, -76.0181300338)","2,460",444,91,29,11
FAYETTE,"28,129",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,26,26,42,051,"(39.919447803, -79.6518963464)",435,204,8,1,31
LEBANON,205.187847,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,38,38,42,075,"(40.3675970024, -76.4618257486)",371,44,130,28,25
DELAWARE,172.528674,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
MCKEAN,232.5048349,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,42,42,42,083,"(41.810370736, -78.5712201998)","1,778",424,14,14,47
CLINTON,259.2970204,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
WASHINGTON,182.6801487,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,63,63,42,125,"(40.1910966345, -80.2518008276)","1,132",351,4,12,52
ALLEGHENY,"273,915",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,2,02,42,003,"(40.4673554298, -79.9861984282)","2,158",324,163,6,40
ADAMS,125.7780388,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,1,01,42,001,"(39.8720956503, -77.2222427076)","1,949",92,35,19,39
TIOGA,149.8541009,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,59,59,42,117,"(41.7733383358, -77.2578807579)",97,477,77,14,48
CENTRE,134.4819898,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,14,14,42,027,"(40.9193135008, -77.8250011212)","1,790",37,74,18,5
MIFFLIN,"9,220",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,44,44,42,087,"(40.6127492804, -77.6200308901)",587,295,36,18,55
FULTON,160.7923497,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
LUZERNE,"74,845",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,40,40,42,079,"(41.1783643884, -75.991996098)",406,52,92,30,14
WYOMING,188.1108971,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,66,66,42,131,"(41.5189248803, -76.0181300338)","2,460",444,91,29,11
PHILADELPHIA,155.1274594,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
TIOGA,175.3924808,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,59,59,42,117,"(41.7733383358, -77.2578807579)",97,477,77,14,48
BUTLER,211.8310703,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
HUNTINGDON,140.2682211,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,31,31,42,061,"(40.4161050032, -77.9827661036)","1,344",290,32,17,38
CRAWFORD,212.0639484,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,20,20,42,039,"(41.6854690692, -80.1132108295)","1,995",344,47,3,16
UNION,128.8050038,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,60,60,42,119,"(40.9647313096, -77.0641580308)","1,979",296,72,21,49
ALLEGHENY,"268,349",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,2,02,42,003,"(40.4673554298, -79.9861984282)","2,158",324,163,6,40
FULTON,194.3989071,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
BRADFORD,"12,078",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,8,08,42,015,"(41.7911781401, -76.5182562384)",442,349,88,21,34
NORTHUMBERLAND,"18,556",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,49,49,42,097,"(40.8515092572, -76.7118842273)","2,094",375,73,22,60
DELAWARE,145.2124771,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
FRANKLIN,135.111244,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,28,28,42,055,"(39.9278619704, -77.7239884483)",380,19,33,19,33
LAWRENCE,"16,790",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,37,37,42,073,"(40.9932503514, -80.3375411446)",622,231,22,2,27
SUSQUEHANNA,134.9909451,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,58,58,42,115,"(41.8205685982, -75.8025030296)","2,466",321,89,21,44
CUMBERLAND,"43,287",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,21,21,42,041,"(40.167598388, -77.268662705)","2,128",146,40,20,17
LAWRENCE,207.1849153,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,37,37,42,073,"(40.9932503514, -80.3375411446)",622,231,22,2,27
ELK,"6,632",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,24,24,42,047,"(41.4281941606, -78.6494771322)","1,258",405,15,14,29
MCKEAN,215.4812215,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,42,42,42,083,"(41.810370736, -78.5712201998)","1,778",424,14,14,47
POTTER,151.6730826,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
LACKAWANNA,"53,204",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,35,35,42,069,"(41.4391006428, -75.6121834524)","1,283",253,125,34,22
LEHIGH,216.1135849,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
DELAWARE,192.0529214,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
SNYDER,"5,095",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,55,55,42,109,"(40.7711373692, -77.0725596804)","2,255",254,72,22,65
FAYETTE,247.2482352,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,26,26,42,051,"(39.919447803, -79.6518963464)",435,204,8,1,31
LYCOMING,241.1842288,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
LACKAWANNA,"49,611",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,35,35,42,069,"(41.4391006428, -75.6121834524)","1,283",253,125,34,22
LYCOMING,264.9590448,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
WAYNE,205.3243936,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,64,64,42,127,"(41.6496980525, -75.3051535022)","1,928",433,89,29,53
CENTRE,129.4034584,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,14,14,42,027,"(40.9193135008, -77.8250011212)","1,790",37,74,18,5
SULLIVAN,103.9595894,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,57,57,42,113,"(41.4480993958, -76.5147922046)","1,389",416,88,21,67
SCHUYLKILL,209.9071552,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,54,54,42,107,"(40.707512431, -76.223323851)","1,343",304,127,27,64
YORK,145.1557655,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
FAYETTE,"31,266",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,26,26,42,051,"(39.919447803, -79.6518963464)",435,204,8,1,31
ADAMS,106.2047367,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,1,01,42,001,"(39.8720956503, -77.2222427076)","1,949",92,35,19,39
PENNSYLVANIA,181.3802274,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,0,00,42,000,"(39.346129, -75.167756)",,,,,
WASHINGTON,"35,980",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,63,63,42,125,"(40.1910966345, -80.2518008276)","1,132",351,4,12,52
BUTLER,202.3206153,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
GREENE,"6,112",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
BUTLER,255.4710539,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
PERRY,116.2592754,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,50,50,42,099,"(40.4041531744, -77.2590738496)","1,648",485,37,23,61
BERKS,153.8431868,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,6,06,42,011,"(40.4193963513, -75.9307732705)",191,435,46,27,45
LEHIGH,215.8657513,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
CARBON,181.8096047,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,13,13,42,025,"(40.9193670081, -75.7110703866)",688,199,108,30,4
WARREN,202.7732667,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,62,62,42,123,"(41.8167523652, -79.278581578)","1,741",234,60,5,51
SCHUYLKILL,"26,277",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,54,54,42,107,"(40.707512431, -76.223323851)","1,343",304,127,27,64
WESTMORELAND,245.5845698,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,65,65,42,129,"(40.3103149985, -79.471341176)","2,447",209,6,13,24
NORTHAMPTON,165.9113314,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,48,48,42,095,"(40.754595404, -75.3126372576)","1,339",280,113,38,59
DAUPHIN,159.8168845,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,22,22,42,043,"(40.4197463597, -76.7796056802)","2,368",25,41,23,18
ELK,171.4566929,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,24,24,42,047,"(41.4281941606, -78.6494771322)","1,258",405,15,14,29
LANCASTER,160.367688,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,36,36,42,071,"(40.0459079619, -76.2513876838)",222,74,144,25,23
JEFFERSON,248.746398,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,33,33,42,065,"(41.1313909115, -79.0010181419)","1,361",107,16,14,20
ADAMS,124.8091603,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,1,01,42,001,"(39.8720956503, -77.2222427076)","1,949",92,35,19,39
ERIE,257.7052718,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,25,25,42,049,"(41.9941378702, -80.0407591036)","1,153",163,52,3,30
CLINTON,"9,703",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
PERRY,134.8319511,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,50,50,42,099,"(40.4041531744, -77.2590738496)","1,648",485,37,23,61
BERKS,126.266839,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,6,06,42,011,"(40.4193963513, -75.9307732705)",191,435,46,27,45
LEBANON,197.0863369,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,38,38,42,075,"(40.3675970024, -76.4618257486)",371,44,130,28,25
WAYNE,199.4872806,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,64,64,42,127,"(41.6496980525, -75.3051535022)","1,928",433,89,29,53
POTTER,153.982825,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
FULTON,"2,888",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
SOMERSET,"10,720",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,56,56,42,111,"(39.9714629901, -79.0310020611)",799,428,30,1,66
CLEARFIELD,"13,188",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,17,17,42,033,"(41.0004290024, -78.4755834299)",276,141,19,16,8
NORTHAMPTON,176.1331684,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,48,48,42,095,"(40.754595404, -75.3126372576)","1,339",280,113,38,59
LEHIGH,177.9857744,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
MONROE,"29,514",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,45,45,42,089,"(41.0609178653, -75.3408360302)",912,362,121,38,56
CAMBRIA,"28,608",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,11,11,42,021,"(40.4912749067, -78.7189417385)","1,228",23,20,16,2
CHESTER,140.8625017,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,15,15,42,029,"(39.9748705566, -75.7562649818)","2,415",69,147,32,6
BUCKS,189.7768036,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,9,09,42,017,"(40.335011331, -75.1129124111)",430,22,145,40,35
CARBON,"11,238",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,13,13,42,025,"(40.9193670081, -75.7110703866)",688,199,108,30,4
SCHUYLKILL,170.6309682,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,54,54,42,107,"(40.707512431, -76.223323851)","1,343",304,127,27,64
LUZERNE,274.7176681,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,40,40,42,079,"(41.1783643884, -75.991996098)",406,52,92,30,14
BEAVER,199.1291831,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,4,04,42,007,"(40.6834924548, -80.3510735648)",379,2,23,2,42
BUTLER,205.280256,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
DAUPHIN,175.32617,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,22,22,42,043,"(40.4197463597, -76.7796056802)","2,368",25,41,23,18
HUNTINGDON,142.9416663,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,31,31,42,061,"(40.4161050032, -77.9827661036)","1,344",290,32,17,38
LEHIGH,181.3810936,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
CRAWFORD,297.448323,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,20,20,42,039,"(41.6854690692, -80.1132108295)","1,995",344,47,3,16
POTTER,137.4000592,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
MERCER,277.1868607,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,43,43,42,085,"(41.302377765, -80.2600941079)","1,048",300,48,3,54
CUMBERLAND,147.2720981,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,21,21,42,041,"(40.167598388, -77.268662705)","2,128",146,40,20,17
CLINTON,220.6560803,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
CLARION,175.0058422,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,16,16,42,031,"(41.1927912877, -79.4248360769)","1,081",46,24,5,7
YORK,"58,924",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
