Link-Statewide,Class,Count,County,Dashboard,Link-PDMPNotes,Link-OverdoseNotes,Link-Contact,Link-Emergency,Measure1,Notes,Number of Records,Link-Controlled,Time Measure,Time Period
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0.327047882,MERCER,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0.100891206,NORTHUMBERLAND,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0.073403474,SCHUYLKILL,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0,SOMERSET,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0.215257208,STATE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0,TIOGA,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0.099230960,UNION,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0.108813928,VENANGO,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0,WARREN,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0.245778165,WASHINGTON,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Any Opioid Overdose,0.084947333,WAYNE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.238552674,ALLEGHENY,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.086642599,ARMSTRONG,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,BEAVER,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.151811949,BERKS,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.087622210,BLAIR,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.129877062,BUCKS,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.253164557,CAMBRIA,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.239301802,CARBON,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,CLINTON,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.156403611,CUMBERLAND,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.151173189,DAUPHIN,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.484088564,DELAWARE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.176517134,FAYETTE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,HUNTINGDON,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.054277030,INDIANA,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.049596614,LACKAWANNA,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.102291326,LAWRENCE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.148658164,LEBANON,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.062815949,LEHIGH,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.308076382,LUZERNE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,LYCOMING,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,MC KEAN,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.229955542,MERCER,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,MONTOUR,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.030584781,SCHUYLKILL,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,SOMERSET,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.165727151,STATE,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,TIOGA,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.074423220,UNION,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0,WARREN,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Heroin Overdose,0.194244034,WASHINGTON,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,0.613238461,CHESTER,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
Statewide Drug Dispensation and Overdose Measures,Any Drug Overdose,0.719842099,CLEARFIELD,OVERDOSE,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Percent of Emergency Department Visits Related to Overdose,Less than 100% of Emergency Departments in the County are Under Surveillance,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q2
